"","Cow","QTR","FARMID","Enrolldate","Tx","Age","Parity","Calv1Date","MYDO","DIMDO","SCCDO","PeakSCC","CM1","Calv2Date","DPlength","DOCult1","DOCult2","PCCult1","PCCult2","PCSampDIM","IMIDO","IMIPC","Cure","NewIMI"
"24",6.49677499018586,"RR",5,2018-08-15,"Orbeseal",48.0921052631579,"2",2017-08-10,22.6796,370,5.12989871492307,5.56452040732269,"0",2018-10-02,48,"No Growth",NA,NA,NA,8,0,NA,NA,NA
"25",6.51323011091231,"LF",5,2018-08-22,"Lockout",61.7105263157895,"3",2017-10-27,47.173568,299,5.36597601502185,6.78671695060508,"0",2018-10-24,63,"No Growth",NA,"Bacillus sp.",NA,7,0,1,NA,1
"26",6.51323011091231,"LR",5,2018-08-22,"Lockout",61.7105263157895,"3",2017-10-27,47.173568,299,5.36597601502185,6.78671695060508,"0",2018-10-24,63,"Staphylococcus chromogenes",NA,"Bacillus sp.",NA,7,1,1,1,1
"27",6.51323011091231,"RF",5,2018-08-22,"Lockout",61.7105263157895,"3",2017-10-27,47.173568,299,5.36597601502185,6.78671695060508,"0",2018-10-24,63,"No Growth",NA,"No Growth",NA,7,0,0,NA,0
"28",6.51323011091231,"RR",5,2018-08-22,"Lockout",61.7105263157895,"3",2017-10-27,47.173568,299,5.36597601502185,6.78671695060508,"0",2018-10-24,63,"No Growth",NA,"No Growth",NA,7,0,0,NA,0
"29",6.55393340402581,"LF",5,2018-08-15,"Lockout",20.5263157894737,"1",2017-10-21,22.6796,298,4.81218435537242,8.49371983523059,"0",2018-10-08,54,"No Growth",NA,NA,NA,NA,0,NA,NA,NA
"30",6.55393340402581,"LR",5,2018-08-15,"Lockout",20.5263157894737,"1",2017-10-21,22.6796,298,4.81218435537242,8.49371983523059,"0",2018-10-08,54,"No Growth",NA,NA,NA,NA,0,NA,NA,NA
"31",6.55393340402581,"RF",5,2018-08-15,"Lockout",20.5263157894737,"1",2017-10-21,22.6796,298,4.81218435537242,8.49371983523059,"0",2018-10-08,54,"No Growth",NA,NA,NA,NA,0,NA,NA,NA
"32",6.55393340402581,"RR",5,2018-08-15,"Lockout",20.5263157894737,"1",2017-10-21,22.6796,298,4.81218435537242,8.49371983523059,"0",2018-10-08,54,"Staphylococcus chromogenes","Staphylococcus sp.",NA,NA,NA,1,NA,NA,NA
"33",6.56807791141198,"LF",5,2018-08-15,"Lockout",42.3026315789474,"2",2017-10-30,24.493968,289,6.0282785202307,6.13122648948314,"0",2018-10-07,53,"No Growth",NA,"No Growth",NA,3,0,0,NA,0
"34",6.56807791141198,"LR",5,2018-08-15,"Lockout",42.3026315789474,"2",2017-10-30,24.493968,289,6.0282785202307,6.13122648948314,"0",2018-10-07,53,"No Growth",NA,"No Growth",NA,3,0,0,NA,0
"35",6.56807791141198,"RF",5,2018-08-15,"Lockout",42.3026315789474,"2",2017-10-30,24.493968,289,6.0282785202307,6.13122648948314,"0",2018-10-07,53,"No Growth",NA,"No Growth",NA,3,0,0,NA,0
"36",6.56807791141198,"RR",5,2018-08-15,"Lockout",42.3026315789474,"2",2017-10-30,24.493968,289,6.0282785202307,6.13122648948314,"0",2018-10-07,53,"Staphylococcus chromogenes",NA,"No Growth",NA,3,1,0,1,0
"37",6.58479139238572,"LF",5,2018-08-22,"Orbeseal",21.0526315789474,"1",2017-06-22,15.422128,426,4.82028156560504,4.93447393313069,"0",2018-10-03,42,"Staphylococcus chromogenes",NA,NA,NA,NA,1,NA,NA,NA
"38",6.58479139238572,"LR",5,2018-08-22,"Orbeseal",21.0526315789474,"1",2017-06-22,15.422128,426,4.82028156560504,4.93447393313069,"0",2018-10-03,42,"No Growth",NA,NA,NA,NA,0,NA,NA,NA
"39",6.58479139238572,"RF",5,2018-08-22,"Orbeseal",21.0526315789474,"1",2017-06-22,15.422128,426,4.82028156560504,4.93447393313069,"0",2018-10-03,42,"Staphylococcus chromogenes",NA,NA,NA,NA,1,NA,NA,NA
"40",6.58479139238572,"RR",5,2018-08-22,"Orbeseal",21.0526315789474,"1",2017-06-22,15.422128,426,4.82028156560504,4.93447393313069,"0",2018-10-03,42,"No Growth",NA,NA,NA,NA,0,NA,NA,NA
"41",6.62671774924902,"LF",5,2018-08-22,"Lockout",85.0657894736842,"4",2017-09-23,28.122704,333,5.60947179518496,8.58839695042257,"1",2018-10-25,64,"Staphylococcus chromogenes",NA,"No Growth",NA,6,1,0,1,0
"42",6.62671774924902,"LR",5,2018-08-22,"Lockout",85.0657894736842,"4",2017-09-23,28.122704,333,5.60947179518496,8.58839695042257,"1",2018-10-25,64,"Staphylococcus haemolyticus",NA,"No Growth",NA,6,1,0,1,0
"43",6.62671774924902,"RF",5,2018-08-22,"Lockout",85.0657894736842,"4",2017-09-23,28.122704,333,5.60947179518496,8.58839695042257,"1",2018-10-25,64,"Staphylococcus chromogenes",NA,"No Growth",NA,6,1,0,1,0
"44",6.62671774924902,"RR",5,2018-08-22,"Lockout",85.0657894736842,"4",2017-09-23,28.122704,333,5.60947179518496,8.58839695042257,"1",2018-10-25,64,"Staphylococcus chromogenes",NA,"No Growth",NA,6,1,0,1,0
"45",6.63068338564237,"LF",5,2018-08-15,"Orbeseal",57.9934210526316,"3",2017-10-31,22.6796,288,7.45876269238096,8.32651683023953,"1",2018-10-09,55,"No Growth",NA,NA,NA,8,0,NA,NA,NA
"46",6.63068338564237,"LR",5,2018-08-15,"Orbeseal",57.9934210526316,"3",2017-10-31,22.6796,288,7.45876269238096,8.32651683023953,"1",2018-10-09,55,"Staphylococcus sp.",NA,NA,NA,8,1,NA,NA,NA
"47",6.63068338564237,"RF",5,2018-08-15,"Orbeseal",57.9934210526316,"3",2017-10-31,22.6796,288,7.45876269238096,8.32651683023953,"1",2018-10-09,55,"No Growth",NA,"Staphylococcus sciuri",NA,8,0,1,NA,1
"48",6.63068338564237,"RR",5,2018-08-15,"Orbeseal",57.9934210526316,"3",2017-10-31,22.6796,288,7.45876269238096,8.32651683023953,"1",2018-10-09,55,"No Growth",NA,"No Growth",NA,8,0,0,NA,0
"49",6.67582322163485,"LF",5,2018-08-22,"Orbeseal",30.7565789473684,"1",2017-11-04,27.21552,291,3.73766961828337,5.40267738187228,"0",2018-10-21,60,"No Growth",NA,"No Growth",NA,3,0,0,NA,0
"50",6.67582322163485,"LR",5,2018-08-22,"Orbeseal",30.7565789473684,"1",2017-11-04,27.21552,291,3.73766961828337,5.40267738187228,"0",2018-10-21,60,"Staphylococcus chromogenes",NA,"No Growth",NA,3,1,0,1,0
"51",6.67582322163485,"RF",5,2018-08-22,"Orbeseal",30.7565789473684,"1",2017-11-04,27.21552,291,3.73766961828337,5.40267738187228,"0",2018-10-21,60,"Staphylococcus sp.",NA,"No Growth",NA,3,1,0,1,0
"52",6.67582322163485,"RR",5,2018-08-22,"Orbeseal",30.7565789473684,"1",2017-11-04,27.21552,291,3.73766961828337,5.40267738187228,"0",2018-10-21,60,"Staphylococcus chromogenes",NA,"No Growth",NA,3,1,0,1,0
"53",6.68085467879022,"LF",5,2018-08-22,"Orbeseal",57.4671052631579,"3",2017-10-30,9.07184,296,5.82894561761021,6.10702288774225,"0",2018-10-14,53,"No Growth",NA,"No Growth",NA,3,0,0,NA,0
"54",6.68085467879022,"LR",5,2018-08-22,"Orbeseal",57.4671052631579,"3",2017-10-30,9.07184,296,5.82894561761021,6.10702288774225,"0",2018-10-14,53,"No Growth",NA,"No Growth",NA,3,0,0,NA,0
"55",6.68085467879022,"RF",5,2018-08-22,"Orbeseal",57.4671052631579,"3",2017-10-30,9.07184,296,5.82894561761021,6.10702288774225,"0",2018-10-14,53,"No Growth",NA,"No Growth",NA,3,0,0,NA,0
"56",6.68085467879022,"RR",5,2018-08-22,"Orbeseal",57.4671052631579,"3",2017-10-30,9.07184,296,5.82894561761021,6.10702288774225,"0",2018-10-14,53,"Staphylococcus sp.","Staphylococcus haemolyticus","No Growth",NA,3,1,0,1,0
"57",6.68210859744981,"LF",5,2018-08-22,"Lockout",44.1118421052632,"2",2017-11-06,29.937072,289,6.48004456192665,6.48004456192665,"0",2018-10-10,49,"No Growth",NA,"No Growth",NA,7,0,0,NA,0
"58",6.68210859744981,"LR",5,2018-08-22,"Lockout",44.1118421052632,"2",2017-11-06,29.937072,289,6.48004456192665,6.48004456192665,"0",2018-10-10,49,"No Growth",NA,"No Growth",NA,7,0,0,NA,0
"59",6.68210859744981,"RF",5,2018-08-22,"Lockout",44.1118421052632,"2",2017-11-06,29.937072,289,6.48004456192665,6.48004456192665,"0",2018-10-10,49,"No Growth",NA,"No Growth",NA,7,0,0,NA,0
"60",6.71052310945243,"LF",4,2018-08-20,"Lockout",34.0789473684211,"1",2017-09-26,29.937072,328,4.14313472639153,5.85507192220243,"1",2018-10-21,62,"Staphylococcus haemolyticus",NA,"No Growth",NA,3,1,0,1,0
"61",6.71052310945243,"LR",4,2018-08-20,"Lockout",34.0789473684211,"1",2017-09-26,29.937072,328,4.14313472639153,5.85507192220243,"1",2018-10-21,62,"Staphylococcus haemolyticus",NA,"No Growth",NA,3,1,0,1,0
"62",6.71052310945243,"RF",4,2018-08-20,"Lockout",34.0789473684211,"1",2017-09-26,29.937072,328,4.14313472639153,5.85507192220243,"1",2018-10-21,62,NA,NA,"No Growth",NA,3,NA,0,NA,NA
"63",6.71052310945243,"RR",4,2018-08-20,"Lockout",34.0789473684211,"1",2017-09-26,29.937072,328,4.14313472639153,5.85507192220243,"1",2018-10-21,62,"Bacillus sp.",NA,"No Growth",NA,3,1,0,1,0
"64",6.71174039505618,"LF",5,2018-08-15,"Orbeseal",30.4276315789474,"1",2017-10-21,31.75144,298,4.38202663467388,5.19295685089021,"1",2018-10-08,54,"No Growth",NA,NA,NA,9,0,NA,NA,NA
"65",6.71174039505618,"LR",5,2018-08-15,"Orbeseal",30.4276315789474,"1",2017-10-21,31.75144,298,4.38202663467388,5.19295685089021,"1",2018-10-08,54,"Staphylococcus sp.",NA,"No Growth",NA,9,1,0,1,0
"66",6.71174039505618,"RR",5,2018-08-15,"Orbeseal",30.4276315789474,"1",2017-10-21,31.75144,298,4.38202663467388,5.19295685089021,"1",2018-10-08,54,"Staphylococcus chromogenes",NA,"No Growth",NA,9,1,0,1,0
"67",6.75925527066369,"LF",4,2018-08-13,"Orbeseal",69.8026315789474,"4",2017-10-26,19.050864,291,4.81218435537242,5.12989871492307,"0",2018-10-10,58,"No Growth",NA,"No Growth",NA,0,0,0,NA,0
"68",6.75925527066369,"LR",4,2018-08-13,"Orbeseal",69.8026315789474,"4",2017-10-26,19.050864,291,4.81218435537242,5.12989871492307,"0",2018-10-10,58,"No Growth",NA,"No Growth",NA,0,0,0,NA,0
"69",6.75925527066369,"RF",4,2018-08-13,"Orbeseal",69.8026315789474,"4",2017-10-26,19.050864,291,4.81218435537242,5.12989871492307,"0",2018-10-10,58,"No Growth",NA,"No Growth",NA,0,0,0,NA,0
"70",6.75925527066369,"RR",4,2018-08-13,"Orbeseal",69.8026315789474,"4",2017-10-26,19.050864,291,4.81218435537242,5.12989871492307,"0",2018-10-10,58,"No Growth",NA,"No Growth",NA,0,0,0,NA,0
"71",6.76041469108343,"LF",5,2018-08-15,"Lockout",45.8223684210526,"2",2017-10-13,26.308336,306,5.32787616878958,5.89715386763674,"1",2018-10-09,55,"Staphylococcus chromogenes",NA,"No Growth",NA,8,1,0,1,0
"72",6.76041469108343,"LR",5,2018-08-15,"Lockout",45.8223684210526,"2",2017-10-13,26.308336,306,5.32787616878958,5.89715386763674,"1",2018-10-09,55,"No Growth",NA,"Staphylococcus chromogenes",NA,8,0,1,NA,1
"73",6.76041469108343,"RF",5,2018-08-15,"Lockout",45.8223684210526,"2",2017-10-13,26.308336,306,5.32787616878958,5.89715386763674,"1",2018-10-09,55,"Staphylococcus sp.",NA,"No Growth",NA,8,1,0,1,0
"74",6.76041469108343,"RR",5,2018-08-15,"Lockout",45.8223684210526,"2",2017-10-13,26.308336,306,5.32787616878958,5.89715386763674,"1",2018-10-09,55,"Staphylococcus chromogenes",NA,"Bacillus sp.",NA,8,1,1,1,1
"75",6.7696419768525,"LF",5,2018-08-22,"Lockout",53.4868421052632,"2",2017-07-19,10.886208,399,5.71702770140622,5.71702770140622,"0",2018-10-21,60,"No Growth",NA,"No Growth",NA,3,0,0,NA,0
"76",6.7696419768525,"LR",5,2018-08-22,"Lockout",53.4868421052632,"2",2017-07-19,10.886208,399,5.71702770140622,5.71702770140622,"0",2018-10-21,60,"Staphylococcus chromogenes",NA,"No Growth",NA,3,1,0,1,0
"77",6.7696419768525,"RF",5,2018-08-22,"Lockout",53.4868421052632,"2",2017-07-19,10.886208,399,5.71702770140622,5.71702770140622,"0",2018-10-21,60,"No Growth",NA,"No Growth",NA,3,0,0,NA,0
"78",6.7696419768525,"RR",5,2018-08-22,"Lockout",53.4868421052632,"2",2017-07-19,10.886208,399,5.71702770140622,5.71702770140622,"0",2018-10-21,60,"No Growth",NA,"No Growth",NA,3,0,0,NA,0
"79",6.77422388635761,"LF",4,2018-08-20,"Lockout",37.5986842105263,"1",2017-10-14,38.101728,310,2.56494935746154,3.87120101090789,"0",2018-10-19,60,"No Growth",NA,"No Growth",NA,5,0,0,NA,0
"80",6.77422388635761,"LR",4,2018-08-20,"Lockout",37.5986842105263,"1",2017-10-14,38.101728,310,2.56494935746154,3.87120101090789,"0",2018-10-19,60,"No Growth",NA,NA,NA,5,0,NA,NA,NA
"81",6.77422388635761,"RF",4,2018-08-20,"Lockout",37.5986842105263,"1",2017-10-14,38.101728,310,2.56494935746154,3.87120101090789,"0",2018-10-19,60,"No Growth",NA,"No Growth",NA,5,0,0,NA,0
"82",6.77422388635761,"RR",4,2018-08-20,"Lockout",37.5986842105263,"1",2017-10-14,38.101728,310,2.56494935746154,3.87120101090789,"0",2018-10-19,60,"Staphylococcus sp.",NA,"No Growth",NA,5,1,0,1,0
"83",6.77878489768518,"LF",5,2018-08-22,"Lockout",78.4868421052632,"4",2017-11-02,25.401152,293,4.66343909411207,7.42177579364465,"0",2018-10-20,59,"No Growth",NA,"No Growth",NA,4,0,0,NA,0
"84",6.77878489768518,"LR",5,2018-08-22,"Lockout",78.4868421052632,"4",2017-11-02,25.401152,293,4.66343909411207,7.42177579364465,"0",2018-10-20,59,"Staphylococcus chromogenes",NA,"No Growth",NA,4,1,0,1,0
"85",6.77878489768518,"RF",5,2018-08-22,"Lockout",78.4868421052632,"4",2017-11-02,25.401152,293,4.66343909411207,7.42177579364465,"0",2018-10-20,59,"No Growth",NA,"No Growth",NA,4,0,0,NA,0
"86",6.77878489768518,"RR",5,2018-08-22,"Lockout",78.4868421052632,"4",2017-11-02,25.401152,293,4.66343909411207,7.42177579364465,"0",2018-10-20,59,"No Growth",NA,"No Growth",NA,4,0,0,NA,0
"87",6.78219205600679,"LF",5,2018-08-15,"Lockout",31.875,"1",2017-10-03,29.029888,316,1.94591014905531,3.09104245335832,"0",2018-10-11,57,"No Growth",NA,"No Growth",NA,6,0,0,NA,0
"88",6.78219205600679,"LR",5,2018-08-15,"Lockout",31.875,"1",2017-10-03,29.029888,316,1.94591014905531,3.09104245335832,"0",2018-10-11,57,"No Growth",NA,"No Growth",NA,6,0,0,NA,0
"89",6.78219205600679,"RF",5,2018-08-15,"Lockout",31.875,"1",2017-10-03,29.029888,316,1.94591014905531,3.09104245335832,"0",2018-10-11,57,"Bacillus sp.",NA,"No Growth",NA,6,1,0,1,0
"90",6.78219205600679,"RR",5,2018-08-15,"Lockout",31.875,"1",2017-10-03,29.029888,316,1.94591014905531,3.09104245335832,"0",2018-10-11,57,"Staphylococcus chromogenes",NA,"No Growth",NA,6,1,0,1,0
