"","Cow","FARMID","Enrolldate","Tx","Age","Parity","Calv1Date","MYDO","DIMDO","SCCDO","PeakSCC","CM1","Calv2Date","DPlength","RemDP","Rem2","Rem2TAR","CM2","CM2TAR"
"68",7.50988306115491,5,2018-08-15,"0",94.7368421052632,"4",2017-09-15,31.75144,334,5.605802066296,7.14598446771439,"1",2018-10-06,52,0,0,100,0,100
"69",7.52131798019924,4,2018-08-13,"0",40.4276315789474,"1",2017-05-07,27.21552,463,4.90527477843843,6.74641212857337,"0",2018-10-05,53,0,0,100,0,100
"70",7.53422832627409,4,2018-08-13,"0",93.5855263157895,"4",2017-09-19,13.60776,328,5.52942908751142,5.78996017089725,"1",2018-10-15,63,0,1,9,0,9
"71",7.54855597916987,5,2018-08-22,"0",46.9736842105263,"2",2017-08-30,19.050864,357,5.57215403217776,6.3491389913798,"1",2018-10-27,66,0,1,97,1,20
"72",7.55171221535131,5,2018-08-15,"0",32.3684210526316,"3",2017-11-01,18.14368,287,3.68887945411394,6.59304453414244,"0",2018-09-14,30,0,0,100,0,100
"73",7.55276208421415,5,2018-08-22,"1",31.1513157894737,"1",2017-10-26,12.700576,300,6.60665018619822,7.6434829070772,"1",2018-10-10,49,0,0,100,1,14
"74",7.57198844937744,5,2018-08-22,"1",31.7105263157895,"1",2017-11-06,20.865232,289,5.31811999384422,6.10702288774225,"0",2018-10-30,69,0,0,100,0,100
"75",7.57916796739608,4,2018-08-20,"1",69.6710526315789,"4",2017-11-01,24.493968,292,6.26530121273771,6.26530121273771,"0",2018-10-26,67,0,0,100,0,100
"76",7.58120982619635,4,2018-08-13,"0",34.7368421052632,"1",2017-08-12,32.658624,366,3.93182563272433,5.62040086571715,"0",2018-10-08,56,0,0,100,0,100
"77",7.62803112693033,5,2018-08-15,"0",33.75,"1",2017-09-10,31.75144,339,4.69134788222914,5.0998664278242,"0",2018-10-14,60,0,0,100,0,100
"78",7.63143166457691,4,2018-08-20,"1",65.9539473684211,"3",2017-05-10,24.493968,467,4.21950770517611,7.3664451483276,"1",2018-10-14,55,0,1,36,0,36
"79",7.63385355968177,4,2018-08-20,"0",57.2039473684211,"3",2017-09-25,27.21552,329,5.36597601502185,5.36597601502185,"0",2018-10-18,59,0,0,100,0,100
"80",7.63482067774554,5,2018-08-15,"1",68.2236842105263,"4",2017-10-10,23.586784,309,4.80402104473326,5.84932477994686,"1",2018-10-06,52,0,0,100,0,100
"81",7.63675211243578,2,2018-07-12,"0",65.1644736842105,"3",2017-05-11,20.41164,427,4.40671924726425,4.89034912822175,"0",2018-08-26,45,0,1,39,0,39
"82",7.63675211243578,5,2018-08-22,"0",31.0197368421053,"1",2017-11-07,26.308336,288,3.36729582998647,4.58496747867057,"0",2018-10-27,66,0,0,100,0,100
"83",7.63916117165917,4,2018-08-20,"1",63.8486842105263,"3",2017-11-03,24.493968,290,5.42934562895444,8.94780609305705,"0",2018-10-14,55,0,0,100,0,100
"84",7.64969262371151,5,2018-08-15,"1",51.2828947368421,"2",2017-07-07,11.793392,404,6.30809844150953,6.30809844150953,"0",2018-10-07,53,0,0,100,0,100
"85",7.6515955738576,5,2018-08-15,"1",45.2302631578947,"2",2017-10-16,20.865232,303,4.89034912822175,4.89034912822175,"0",2018-10-14,60,0,0,100,0,100
"86",7.67647364638916,2,2018-08-02,"1",64.1118421052632,"3",2017-10-01,26.761928,305,4.00733318523247,5.23644196282995,"0",2018-09-23,52,0,0,100,1,0
"87",7.67693714581808,4,2018-08-13,"1",32.2697368421053,"1",2017-10-17,36.28736,300,0,4.4188406077966,"1",2018-09-20,38,0,0,100,1,52
"88",7.67878899819915,5,2018-08-15,"0",48.125,"2",2017-10-15,29.029888,304,4.36944785246702,4.67282883446191,"0",2018-10-05,51,0,0,100,0,100
"89",7.6980291702728,5,2018-08-22,"0",51.7434210526316,"2",2017-07-01,28.122704,417,4.77068462446567,5.80513496891649,"1",2018-10-21,60,0,0,100,1,89
"90",7.70930833338587,5,2018-08-22,"1",57.8618421052632,"3",2017-10-22,20.865232,304,5.09375020080676,5.09375020080676,"0",2018-09-30,39,0,0,100,0,100
"91",7.71512360363211,5,2018-08-15,"0",73.4868421052632,"4",2017-06-16,6.350288,425,5.68357976733868,5.79605775076537,"0",2018-10-04,50,0,0,100,0,100
"92",7.72488843932307,5,2018-08-22,"1",30.8881578947368,"1",2017-11-07,31.75144,288,3.09104245335832,5.24174701505964,"0",2018-10-19,58,0,0,100,1,82
"93",7.73061406606374,4,2018-08-13,"1",39.2434210526316,"1",2017-07-10,29.937072,399,4.969813299576,5.32300997913841,"0",2018-10-14,62,0,1,66,0,66
"94",7.73149202924568,2,2018-07-05,"0",60.0657894736842,"3",2017-09-08,34.0194,300,4.95582705760126,4.95582705760126,"0",2018-08-24,50,0,1,11,0,11
"95",7.74022952476318,4,2018-08-13,"1",36.875,"1",2017-08-14,27.21552,364,4.85203026391962,6.68959926917897,"0",2018-10-15,63,0,0,100,1,85
"96",7.74889133725553,5,2018-08-22,"0",31.25,"1",2017-11-07,22.6796,288,3.2188758248682,4.21950770517611,"0",2018-10-22,61,0,0,100,0,100
"97",7.75018416225784,2,2018-07-05,"0",59.4736842105263,"3",2017-09-18,23.586784,290,4.00733318523247,6.89365635460264,"0",2018-08-31,57,0,0,100,1,57
"98",7.7591874385078,4,2018-08-13,"0",62.0394736842105,"3",2017-05-04,27.21552,466,4.77068462446567,6.47697236288968,"0",2018-10-02,50,0,0,100,1,55
"99",7.76004068088038,4,2018-08-20,"0",46.2828947368421,"2",2017-10-28,32.658624,296,4.26267987704132,4.39444915467244,"0",2018-10-14,55,0,0,100,0,100
"100",7.77653502818524,4,2018-08-20,"0",46.3486842105263,"2",2017-09-23,32.658624,331,4.66343909411207,6.77992190747225,"0",2018-10-21,62,0,1,17,0,17
"101",7.78280726283969,5,2018-08-22,"0",33.125,"1",2017-09-21,17.236496,335,6.36818718635049,6.36818718635049,"0",2018-10-19,58,0,0,100,1,98
"102",7.78572089653462,4,2018-08-13,"0",35.3947368421053,"1",2017-08-14,29.937072,364,4.60517018598809,4.60517018598809,"0",2018-09-29,47,0,0,100,0,100
"103",7.78986855905471,4,2018-08-20,"0",72.4013157894737,"4",2017-08-25,24.493968,360,5.0998664278242,6.39692965521615,"0",2018-10-13,54,0,0,100,0,100
"104",7.79110951061003,4,2018-08-20,"0",44.5394736842105,"2",2017-11-02,43.544832,291,4.52178857704904,5.54126354515843,"0",2018-10-19,60,0,0,100,0,100
"105",7.79358680337158,4,2018-08-20,"0",113.355263157895,"4",2017-07-18,24.493968,398,4.59511985013459,4.59511985013459,"0",2018-10-17,58,0,0,100,0,100
"106",7.79564653633459,4,2018-08-13,"0",71.3486842105263,"4",2017-10-22,27.21552,295,3.61091791264422,6.13122648948314,"0",2018-10-07,55,0,0,100,0,100
"107",7.79688034278352,2,2018-07-12,"0",57.6644736842105,"3",2017-09-14,14.968536,301,5.78689738136671,6.47850964220857,"0",2018-09-05,55,0,0,100,1,13
"108",7.80057265467065,2,2018-08-02,"1",58.0921052631579,"3",2017-08-07,18.14368,360,4.89034912822175,5.37063802812766,"0",2018-09-22,51,0,0,100,0,100
"109",7.80057265467065,5,2018-08-22,"0",32.0723684210526,"1",2017-11-07,24.493968,288,5.52545293913178,5.52545293913178,"0",2018-10-23,62,0,0,100,0,100
"110",7.81561053203519,5,2018-08-22,"0",70.4605263157895,"4",2017-08-22,20.865232,365,5.76205138278018,7.01391547481053,"1",2018-10-20,59,0,0,100,0,100
"111",7.81923445385907,2,2018-06-28,"0",55.7236842105263,"3",2017-08-26,33.112216,306,3.13549421592915,4.40671924726425,"0",2018-08-16,49,0,0,100,0,100
"112",7.82003798945875,2,2018-06-28,"0",55.625,"3",2017-08-30,19.050864,302,4.14313472639153,4.68213122712422,"0",2018-08-14,47,0,0,100,0,100
"113",7.82524529143177,2,2018-07-19,"1",56.0526315789474,"3",2017-07-27,18.597272,357,4.68213122712422,4.68213122712422,"0",2018-09-16,59,0,1,79,1,40
"114",7.82524529143177,4,2018-08-20,"0",65.0986842105263,"3",2017-05-08,27.21552,469,4.7361984483945,6.42486902390539,"0",2018-10-19,60,0,0,100,1,88
"115",7.83518375526675,2,2018-07-05,"0",55,"3",2017-07-13,29.029888,357,5.09375020080676,6.2709884318583,"0",2018-08-24,50,0,0,100,0,100
"116",7.83518375526675,4,2018-08-20,"1",86.2828947368421,"4",2017-11-03,32.658624,290,4.00733318523247,6.79346613258001,"0",2018-10-12,53,0,0,100,0,100
"117",7.83597458172157,2,2018-06-28,"0",54.7368421052632,"3",2017-08-30,25.401152,302,3.73766961828337,5.99396142730657,"0",2018-08-16,49,0,0,100,0,100
"118",7.83755436088108,4,2018-08-13,"0",36.9078947368421,"1",2017-08-16,29.937072,362,3.97029191355212,4.7361984483945,"0",2018-10-15,63,0,1,15,0,15
"119",7.83952558170468,5,2018-08-15,"1",48.4868421052632,"2",2017-08-17,27.21552,363,5.86078622346587,5.86078622346587,"1",2018-10-18,64,0,0,100,1,23
"120",7.84109976542212,2,2018-07-12,"1",54.8355263157895,"3",2017-08-21,17.236496,325,6.82437367004309,6.82437367004309,"0",2018-09-05,55,0,0,100,1,39
"121",7.84776253747361,5,2018-08-22,"0",59.375,"3",2017-11-14,21.772416,281,6.51471269087253,6.51471269087253,"0",2018-10-21,60,0,0,100,0,100
"122",7.85243908535751,5,2018-08-15,"0",34.9013157894737,"1",2017-08-16,18.14368,364,8.07464907506665,8.07464907506665,"0",2018-10-16,62,0,1,50,0,50
"123",7.85670679309584,2,2018-08-02,"0",54.8355263157895,"3",2017-10-15,29.029888,291,3.87120101090789,4.06044301054642,"0",2018-09-28,57,0,0,100,0,100
"124",7.85864065562079,5,2018-08-22,"1",61.8421052631579,"3",2017-12-01,15.422128,264,4.80402104473326,7.96137020171951,"0",2018-10-15,54,0,0,100,0,100
"125",7.87625888230323,4,2018-08-20,"1",44.7697368421053,"2",2017-11-01,48.987936,292,3.43398720448515,3.43398720448515,"0",2018-10-12,53,0,0,100,1,66
"126",7.8815599170569,5,2018-08-22,"0",31.7763157894737,"1",2017-10-27,30.844256,299,5.39362754635236,6.19847871649231,"0",2018-10-10,49,0,0,100,0,100
"127",7.89207842124812,2,2018-06-28,"1",51.4144736842105,"2",2017-05-24,20.41164,400,5.57972982598622,7.793999089504,"1",2018-08-11,44,0,0,100,0,100
"128",7.89207842124812,5,2018-08-15,"1",45.1315789473684,"2",2017-10-30,22.6796,289,5.11799381241676,6.06378520868761,"0",2018-09-30,46,0,0,100,0,100
"129",7.89282552625112,5,2018-08-15,"0",35.0657894736842,"1",2017-08-16,21.318824,364,0,5.57215403217776,"0",2018-10-16,62,0,0,100,0,100
"130",7.8935720735049,5,2018-08-22,"0",31.875,"1",2017-10-27,26.308336,299,3.25809653802148,6.1463292576689,"0",2018-10-13,52,0,0,100,0,100
"131",7.89469085042562,5,2018-08-22,"1",42.8947368421053,"2",2017-11-08,17.236496,287,5.33753807970132,6.96790920180188,"0",2018-10-29,68,0,0,100,0,100
"132",7.9035962896143,5,2018-08-15,"1",51.5131578947368,"2",2017-05-28,23.586784,444,4.17438726989564,7.21081845347222,"0",2018-10-26,72,0,0,100,0,100
"133",7.91022370709734,4,2018-08-20,"0",46.0197368421053,"2",2017-09-27,27.21552,327,5.27299955856375,5.80211837537706,"0",2018-10-15,56,0,0,100,0,100
"134",7.91242312147371,4,2018-08-13,"1",51.4802631578947,"2",2017-09-22,29.937072,325,6.37672694789863,6.37672694789863,"0",2018-10-13,61,0,0,100,0,100
"135",7.91862865334224,4,2018-08-20,"1",50.9868421052632,"2",2017-10-31,34.0194,293,3.66356164612965,6.05208916892442,"1",2018-10-23,64,0,0,100,0,100
"136",7.92334821193015,5,2018-08-15,"1",56.546052631579,"3",2017-10-16,9.07184,303,8.85280791762332,8.85280791762332,"0",2018-09-27,43,0,0,100,0,100
"137",7.9251575122247,2,2018-06-28,"1",49.4078947368421,"2",2017-07-22,20.41164,341,5.23644196282995,5.23644196282995,"0",2018-08-09,42,0,0,100,0,100
"138",7.93056585423396,2,2018-07-05,"0",49.4736842105263,"2",2017-09-16,34.472992,292,4.14313472639153,4.14313472639153,"0",2018-08-22,48,0,0,100,0,100
"139",7.93164402145431,2,2018-07-26,"1",50.0986842105263,"2",2017-10-10,24.040376,289,3.40119738166216,5.03043792139244,"0",2018-09-14,50,0,0,100,1,30
"140",7.93272102748195,5,2018-08-15,"1",34.3092105263158,"1",2017-08-16,20.865232,364,3.73766961828337,4.00733318523247,"1",2018-10-04,50,0,0,100,0,100
"141",7.93307977188041,5,2018-08-15,"0",44.6052631578947,"2",2017-10-08,30.844256,311,3.76120011569356,3.76120011569356,"1",2018-10-07,53,0,0,100,0,100
"142",7.94093976232779,5,2018-08-15,"1",61.0526315789474,"3",2017-09-03,18.14368,346,3.80666248977032,6.98841318199959,"0",2018-10-12,58,0,0,100,0,100
"143",7.96032362914884,5,2018-08-15,"0",68.2236842105263,"4",2017-10-12,26.308336,307,6.12029741895095,6.12029741895095,"0",2018-09-29,45,0,0,100,0,100
"144",7.97177612288063,5,2018-08-22,"0",31.1184210526316,"1",2017-10-28,27.21552,298,3.09104245335832,5.66296048013595,"0",2018-10-09,48,0,0,100,0,100
"145",7.97625194374562,5,2018-08-15,"0",44.4736842105263,"2",2017-11-01,28.122704,287,3.89182029811063,6.8330317327862,"1",2018-10-02,48,0,0,100,0,100
"146",7.97625194374562,4,2018-08-13,"0",72.7960526315789,"4",2017-10-26,29.937072,291,4.45434729625351,5.0998664278242,"0",2018-10-21,69,0,0,100,1,49
"147",7.98104975966596,2,2018-07-26,"1",47.171052631579,"2",2017-10-10,21.772416,289,5.03043792139244,6.47850964220857,"0",2018-09-20,56,0,0,100,0,100
"148",7.98173328669189,2,2018-07-12,"0",46.7105263157895,"2",2017-08-25,22.6796,321,4.14313472639153,4.20469261939097,"0",2018-08-29,48,0,0,100,1,93
"149",7.9820748750812,2,2018-08-02,"0",47.4013157894737,"2",2017-09-12,20.41164,324,4.95582705760126,5.30330490805908,"1",2018-09-17,46,0,0,100,0,100
"150",7.98344006300654,2,2018-08-02,"0",47.3026315789474,"2",2017-10-03,19.958048,303,4.61512051684126,4.82028156560504,"0",2018-09-19,48,0,0,100,0,100
"151",7.98378106897745,2,2018-06-28,"1",46.0197368421053,"2",2017-08-13,24.94756,319,4.20469261939097,4.20469261939097,"0",2018-08-15,48,0,1,97,0,97
"152",7.98480338973441,5,2018-08-15,"1",46.4144736842105,"2",2017-08-20,19.050864,360,5.87773578177964,7.54538974961182,"1",2018-10-04,50,0,0,100,1,2
"153",7.98820359702258,5,2018-08-15,"1",95.8223684210526,"4",2017-10-27,13.60776,292,5.63835466933375,5.86078622346587,"1",2018-10-07,53,0,0,100,0,100
